list_name,topic,line_no,md_title,source_note,paper_url,arxiv_id,occurrences_in_markdown,found_in_arxiv_api,arxiv_id_versioned,arxiv_title,arxiv_abstract,authors,published,updated,primary_category,categories,comment,doi,journal_ref,arxiv_url,pdf_url
The ML,Interpretability and Analysis,3776,XAI Methods for Neural Time Series Classification: A Brief Review.,arXiv 2021,https://arxiv.org/pdf/2108.08009.pdf,2108.08009,1,True,2108.08009v1,XAI Methods for Neural Time Series Classification: A Brief Review,"Deep learning models have recently demonstrated remarkable results in a variety of tasks, which is why they are being increasingly applied in high-stake domains, such as industry, medicine, and finance. Considering that automatic predictions in these domains might have a substantial impact on the well-being of a person, as well as considerable financial and legal consequences to an individual or a company, all actions and decisions that result from applying these models have to be accountable. Given that a substantial amount of data that is collected in high-stake domains are in the form of time series, in this paper we examine the current state of eXplainable AI (XAI) methods with a focus on approaches for opening up deep learning black boxes for the task of time series classification. Finally, our contribution also aims at deriving promising directions for future work, to advance XAI for deep learning on time series data.",Ilija Šimić | Vedran Sabol | Eduardo Veas,2021-08-18T07:26:19Z,2021-08-18T07:26:19Z,cs.LG,cs.AI cs.LG,"8 pages, 0 figures, Accepted as a poster presentation",,2020 ICML Workshop on Human Interpretability in Machine Learning (WHI 2020),http://arxiv.org/abs/2108.08009v1,https://arxiv.org/pdf/2108.08009v1
The ML,Knowledge Distillation,3782,A Selective Survey on Versatile Knowledge Distillation Paradigm for Neural Network Models.,arXiv 2020,https://arxiv.org/pdf/2011.14554.pdf,2011.14554,1,True,2011.14554v1,A Selective Survey on Versatile Knowledge Distillation Paradigm for Neural Network Models,"This paper aims to provide a selective survey about knowledge distillation(KD) framework for researchers and practitioners to take advantage of it for developing new optimized models in the deep neural network field. To this end, we give a brief overview of knowledge distillation and some related works including learning using privileged information(LUPI) and generalized distillation(GD). Even though knowledge distillation based on the teacher-student architecture was initially devised as a model compression technique, it has found versatile applications over various frameworks. In this paper, we review the characteristics of knowledge distillation from the hypothesis that the three important ingredients of knowledge distillation are distilled knowledge and loss,teacher-student paradigm, and the distillation process. In addition, we survey the versatility of the knowledge distillation by studying its direct applications and its usage in combination with other deep learning paradigms. Finally we present some future works in knowledge distillation including explainable knowledge distillation where the analytical analysis of the performance gain is studied and the self-supervised learning which is a hot research topic in deep learning community.",Jeong-Hoe Ku | JiHun Oh | YoungYoon Lee | Gaurav Pooniwala | SangJeong Lee,2020-11-30T05:22:02Z,2020-11-30T05:22:02Z,cs.LG,cs.AI cs.LG,"15 pages, 19 figures",,,http://arxiv.org/abs/2011.14554v1,https://arxiv.org/pdf/2011.14554v1
The ML,Knowledge Distillation,3786,Distilling the Knowledge in a Neural Network.,arXiv 2015,https://arxiv.org/pdf/1503.02531.pdf,1503.02531,1,True,1503.02531v1,Distilling the Knowledge in a Neural Network,"A very simple way to improve the performance of almost any machine learning algorithm is to train many different models on the same data and then to average their predictions. Unfortunately, making predictions using a whole ensemble of models is cumbersome and may be too computationally expensive to allow deployment to a large number of users, especially if the individual models are large neural nets. Caruana and his collaborators have shown that it is possible to compress the knowledge in an ensemble into a single model which is much easier to deploy and we develop this approach further using a different compression technique. We achieve some surprising results on MNIST and we show that we can significantly improve the acoustic model of a heavily used commercial system by distilling the knowledge in an ensemble of models into a single model. We also introduce a new type of ensemble composed of one or more full models and many specialist models which learn to distinguish fine-grained classes that the full models confuse. Unlike a mixture of experts, these specialist models can be trained rapidly and in parallel.",Geoffrey Hinton | Oriol Vinyals | Jeff Dean,2015-03-09T15:44:49Z,2015-03-09T15:44:49Z,stat.ML,cs.LG cs.NE stat.ML,NIPS 2014 Deep Learning Workshop,,,http://arxiv.org/abs/1503.02531v1,https://arxiv.org/pdf/1503.02531v1
The ML,Knowledge Distillation,3790,Knowledge Distillation: A Survey.,Int. J. Comput. Vis. 2021,https://arxiv.org/abs/2006.05525,2006.05525,1,True,2006.05525v7,Knowledge Distillation: A Survey,"In recent years, deep neural networks have been successful in both industry and academia, especially for computer vision tasks. The great success of deep learning is mainly due to its scalability to encode large-scale data and to maneuver billions of model parameters. However, it is a challenge to deploy these cumbersome deep models on devices with limited resources, e.g., mobile phones and embedded devices, not only because of the high computational complexity but also the large storage requirements. To this end, a variety of model compression and acceleration techniques have been developed. As a representative type of model compression and acceleration, knowledge distillation effectively learns a small student model from a large teacher model. It has received rapid increasing attention from the community. This paper provides a comprehensive survey of knowledge distillation from the perspectives of knowledge categories, training schemes, teacher-student architecture, distillation algorithms, performance comparison and applications. Furthermore, challenges in knowledge distillation are briefly reviewed and comments on future research are discussed and forwarded.",Jianping Gou | Baosheng Yu | Stephen John Maybank | Dacheng Tao,2020-06-09T21:47:17Z,2021-05-20T13:45:55Z,cs.LG,cs.LG stat.ML,It has been accepted for publication in International Journal of Computer Vision (2021),10.1007/s11263-021-01453-z,,http://arxiv.org/abs/2006.05525v7,https://arxiv.org/pdf/2006.05525v7
The ML,Meta Learning,3796,A Comprehensive Overview and Survey of Recent Advances in Meta-Learning.,arXiv 2020,https://arxiv.org/abs/2004.11149,2004.11149,1,True,2004.11149v7,A Comprehensive Overview and Survey of Recent Advances in Meta-Learning,"This article reviews meta-learning also known as learning-to-learn which seeks rapid and accurate model adaptation to unseen tasks with applications in highly automated AI, few-shot learning, natural language processing and robotics. Unlike deep learning, meta-learning can be applied to few-shot high-dimensional datasets and considers further improving model generalization to unseen tasks. Deep learning is focused upon in-sample prediction and meta-learning concerns model adaptation for out-of-sample prediction. Meta-learning can continually perform self-improvement to achieve highly autonomous AI. Meta-learning may serve as an additional generalization block complementary for original deep learning model. Meta-learning seeks adaptation of machine learning models to unseen tasks which are vastly different from trained tasks. Meta-learning with coevolution between agent and environment provides solutions for complex tasks unsolvable by training from scratch. Meta-learning methodology covers a wide range of great minds and thoughts. We briefly introduce meta-learning methodologies in the following categories: black-box meta-learning, metric-based meta-learning, layered meta-learning and Bayesian meta-learning framework. Recent applications concentrate upon the integration of meta-learning with other machine learning framework to provide feasible integrated problem solutions. We briefly present recent meta-learning advances and discuss potential future research directions.",Huimin Peng,2020-04-17T03:11:08Z,2020-10-26T06:18:08Z,cs.LG,cs.LG stat.ML,,,,http://arxiv.org/abs/2004.11149v7,https://arxiv.org/pdf/2004.11149v7
The ML,Meta Learning,3800,A Survey of Deep Meta-Learning.,Artif. Intell. Rev. 2021,https://arxiv.org/pdf/2010.03522.pdf,2010.03522,1,True,2010.03522v2,A Survey of Deep Meta-Learning,"Deep neural networks can achieve great successes when presented with large data sets and sufficient computational resources. However, their ability to learn new concepts quickly is limited. Meta-learning is one approach to address this issue, by enabling the network to learn how to learn. The field of Deep Meta-Learning advances at great speed, but lacks a unified, in-depth overview of current techniques. With this work, we aim to bridge this gap. After providing the reader with a theoretical foundation, we investigate and summarize key methods, which are categorized into i)~metric-, ii)~model-, and iii)~optimization-based techniques. In addition, we identify the main open challenges, such as performance evaluations on heterogeneous benchmarks, and reduction of the computational costs of meta-learning.",Mike Huisman | Jan N. van Rijn | Aske Plaat,2020-10-07T17:09:02Z,2021-04-21T13:33:40Z,cs.LG,cs.AI cs.LG stat.ML,Published in the AI Review (AIRE) Journal (2021),10.1007/s10462-021-10004-4,,http://arxiv.org/abs/2010.03522v2,https://arxiv.org/pdf/2010.03522v2
The ML,Meta Learning,3804,A Survey of Meta-Reinforcement Learning.,arXiv 2023,https://arxiv.org/pdf/2301.08028.pdf,2301.08028,1,True,2301.08028v4,A Tutorial on Meta-Reinforcement Learning,"While deep reinforcement learning (RL) has fueled multiple high-profile successes in machine learning, it is held back from more widespread adoption by its often poor data efficiency and the limited generality of the policies it produces. A promising approach for alleviating these limitations is to cast the development of better RL algorithms as a machine learning problem itself in a process called meta-RL. Meta-RL is most commonly studied in a problem setting where, given a distribution of tasks, the goal is to learn a policy that is capable of adapting to any new task from the task distribution with as little data as possible. In this survey, we describe the meta-RL problem setting in detail as well as its major variations. We discuss how, at a high level, meta-RL research can be clustered based on the presence of a task distribution and the learning budget available for each individual task. Using these clusters, we then survey meta-RL algorithms and applications. We conclude by presenting the open problems on the path to making meta-RL part of the standard toolbox for a deep RL practitioner.",Jacob Beck | Risto Vuorio | Evan Zheran Liu | Zheng Xiong | Luisa Zintgraf | Chelsea Finn | Shimon Whiteson,2023-01-19T12:01:41Z,2025-05-29T14:17:01Z,cs.LG,cs.LG,"Published in Foundations and Trends in Machine Learning as ""A Tutorial on Meta-Reinforcement Learning"". For the earlier version titled ""A Survey of Meta-Reinforcement Learning"", see v3 in the submission history at arXiv:2301.08028v3",10.1561/2200000080,"Foundations and Trends in Machine Learning: Vol. 18, No. 2-3, pp 224-384 (2025)",http://arxiv.org/abs/2301.08028v4,https://arxiv.org/pdf/2301.08028v4
The ML,Meta Learning,3808,Meta-learning for Few-shot Natural Language Processing: A Survey.,arXiv 2020,https://arxiv.org/abs/2007.09604,2007.09604,1,True,2007.09604v1,Meta-learning for Few-shot Natural Language Processing: A Survey,"Few-shot natural language processing (NLP) refers to NLP tasks that are accompanied with merely a handful of labeled examples. This is a real-world challenge that an AI system must learn to handle. Usually we rely on collecting more auxiliary information or developing a more efficient learning algorithm. However, the general gradient-based optimization in high capacity models, if training from scratch, requires many parameter-updating steps over a large number of labeled examples to perform well (Snell et al., 2017). If the target task itself cannot provide more information, how about collecting more tasks equipped with rich annotations to help the model learning? The goal of meta-learning is to train a model on a variety of tasks with rich annotations, such that it can solve a new task using only a few labeled samples. The key idea is to train the model's initial parameters such that the model has maximal performance on a new task after the parameters have been updated through zero or a couple of gradient steps. There are already some surveys for meta-learning, such as (Vilalta and Drissi, 2002; Vanschoren, 2018; Hospedales et al., 2020). Nevertheless, this paper focuses on NLP domain, especially few-shot applications. We try to provide clearer definitions, progress summary and some common datasets of applying meta-learning to few-shot NLP.",Wenpeng Yin,2020-07-19T06:36:41Z,2020-07-19T06:36:41Z,cs.CL,cs.CL cs.LG,no submission intent,,,http://arxiv.org/abs/2007.09604v1,https://arxiv.org/pdf/2007.09604v1
The ML,Meta Learning,3812,Meta-Learning in Neural Networks: A Survey.,IEEE Trans. Pattern Anal. Mach. Intell. 2022,https://arxiv.org/abs/2004.05439,2004.05439,1,True,2004.05439v2,Meta-Learning in Neural Networks: A Survey,"The field of meta-learning, or learning-to-learn, has seen a dramatic rise in interest in recent years. Contrary to conventional approaches to AI where tasks are solved from scratch using a fixed learning algorithm, meta-learning aims to improve the learning algorithm itself, given the experience of multiple learning episodes. This paradigm provides an opportunity to tackle many conventional challenges of deep learning, including data and computation bottlenecks, as well as generalization. This survey describes the contemporary meta-learning landscape. We first discuss definitions of meta-learning and position it with respect to related fields, such as transfer learning and hyperparameter optimization. We then propose a new taxonomy that provides a more comprehensive breakdown of the space of meta-learning methods today. We survey promising applications and successes of meta-learning such as few-shot learning and reinforcement learning. Finally, we discuss outstanding challenges and promising areas for future research.",Timothy Hospedales | Antreas Antoniou | Paul Micaelli | Amos Storkey,2020-04-11T16:34:24Z,2020-11-07T20:22:57Z,cs.LG,cs.LG stat.ML,,,,http://arxiv.org/abs/2004.05439v2,https://arxiv.org/pdf/2004.05439v2
The ML,Meta Learning,3816,Meta-Learning: A Survey.,arXiv 2018,https://arxiv.org/abs/1810.03548,1810.03548,1,True,1810.03548v1,Meta-Learning: A Survey,"Meta-learning, or learning to learn, is the science of systematically observing how different machine learning approaches perform on a wide range of learning tasks, and then learning from this experience, or meta-data, to learn new tasks much faster than otherwise possible. Not only does this dramatically speed up and improve the design of machine learning pipelines or neural architectures, it also allows us to replace hand-engineered algorithms with novel approaches learned in a data-driven way. In this chapter, we provide an overview of the state of the art in this fascinating and continuously evolving field.",Joaquin Vanschoren,2018-10-08T16:07:11Z,2018-10-08T16:07:11Z,cs.LG,cs.LG stat.ML,,,,http://arxiv.org/abs/1810.03548v1,https://arxiv.org/pdf/1810.03548v1
The ML,Metric Learning,3822,A Survey on Metric Learning for Feature Vectors and Structured Data.,arXiv 2013,https://arxiv.org/abs/1306.6709,1306.6709,1,True,1306.6709v4,A Survey on Metric Learning for Feature Vectors and Structured Data,"The need for appropriate ways to measure the distance or similarity between data is ubiquitous in machine learning, pattern recognition and data mining, but handcrafting such good metrics for specific problems is generally difficult. This has led to the emergence of metric learning, which aims at automatically learning a metric from data and has attracted a lot of interest in machine learning and related fields for the past ten years. This survey paper proposes a systematic review of the metric learning literature, highlighting the pros and cons of each approach. We pay particular attention to Mahalanobis distance metric learning, a well-studied and successful framework, but additionally present a wide range of methods that have recently emerged as powerful alternatives, including nonlinear metric learning, similarity learning and local metric learning. Recent trends and extensions, such as semi-supervised metric learning, metric learning for histogram data and the derivation of generalization guarantees, are also covered. Finally, this survey addresses metric learning for structured data, in particular edit distance learning, and attempts to give an overview of the remaining challenges in metric learning for the years to come.",Aurélien Bellet | Amaury Habrard | Marc Sebban,2013-06-28T03:56:15Z,2014-02-12T07:45:11Z,cs.LG,cs.AI cs.LG stat.ML,"Technical report, 59 pages. Changes in v2: fixed typos and improved presentation. Changes in v3: fixed typos. Changes in v4: fixed typos and new methods",,,http://arxiv.org/abs/1306.6709v4,https://arxiv.org/pdf/1306.6709v4
The ML,Metric Learning,3826,"A Tutorial on Distance Metric Learning: Mathematical Foundations, Algorithms, Experimental Analysis, Prospects and Challenges.",Neurocomputing 2021,https://arxiv.org/abs/1812.05944,1812.05944,1,True,1812.05944v3,"A Tutorial on Distance Metric Learning: Mathematical Foundations, Algorithms, Experimental Analysis, Prospects and Challenges (with Appendices on Mathematical Background and Detailed Algorithms Explanation)","Distance metric learning is a branch of machine learning that aims to learn distances from the data, which enhances the performance of similarity-based algorithms. This tutorial provides a theoretical background and foundations on this topic and a comprehensive experimental analysis of the most-known algorithms. We start by describing the distance metric learning problem and its main mathematical foundations, divided into three main blocks: convex analysis, matrix analysis and information theory. Then, we will describe a representative set of the most popular distance metric learning methods used in classification. All the algorithms studied in this paper will be evaluated with exhaustive testing in order to analyze their capabilities in standard classification problems, particularly considering dimensionality reduction and kernelization. The results, verified by Bayesian statistical tests, highlight a set of outstanding algorithms. Finally, we will discuss several potential future prospects and challenges in this field. This tutorial will serve as a starting point in the domain of distance metric learning from both a theoretical and practical perspective.",Juan Luis Suárez-Díaz | Salvador García | Francisco Herrera,2018-12-14T14:07:36Z,2020-08-19T13:53:32Z,cs.LG,cs.LG stat.ML,36 pages with appendices,,,http://arxiv.org/abs/1812.05944v3,https://arxiv.org/pdf/1812.05944v3
The ML,ML and DL Applications,3832,A Comprehensive Survey on Community Detection with Deep Learning.,arXiv 2021,https://arxiv.org/abs/2105.12584,2105.12584,2,True,2105.12584v2,A Comprehensive Survey on Community Detection with Deep Learning,"A community reveals the features and connections of its members that are different from those in other communities in a network. Detecting communities is of great significance in network analysis. Despite the classical spectral clustering and statistical inference methods, we notice a significant development of deep learning techniques for community detection in recent years with their advantages in handling high dimensional network data. Hence, a comprehensive overview of community detection's latest progress through deep learning is timely to academics and practitioners. This survey devises and proposes a new taxonomy covering different state-of-the-art methods, including deep learning-based models upon deep neural networks, deep nonnegative matrix factorization and deep sparse filtering. The main category, i.e., deep neural networks, is further divided into convolutional networks, graph attention networks, generative adversarial networks and autoencoders. The survey also summarizes the popular benchmark data sets, evaluation metrics, and open-source implementations to address experimentation settings. We then discuss the practical applications of community detection in various domains and point to implementation scenarios. Finally, we outline future directions by suggesting challenging topics in this fast-growing deep learning field.",Xing Su | Shan Xue | Fanzhen Liu | Jia Wu | Jian Yang | Chuan Zhou | Wenbin Hu | Cecile Paris | Surya Nepal | Di Jin | Quan Z. Sheng | Philip S. Yu,2021-05-26T14:37:07Z,2021-10-11T11:52:48Z,cs.SI,cs.AI cs.LG cs.SI,29 Pages,10.1109/TNNLS.2021.3137396,"IEEE Transactions on Neural Networks and Learning Systems, 2022: 1-21",http://arxiv.org/abs/2105.12584v2,https://arxiv.org/pdf/2105.12584v2
The ML,ML and DL Applications,3836,"A Comprehensive Survey on Deep Music Generation: Multi-level Representations, Algorithms, Evaluations, and Future Directions.",arXiv 2020,https://arxiv.org/pdf/2011.06801.pdf,2011.06801,1,True,2011.06801v1,"A Comprehensive Survey on Deep Music Generation: Multi-level Representations, Algorithms, Evaluations, and Future Directions","The utilization of deep learning techniques in generating various contents (such as image, text, etc.) has become a trend. Especially music, the topic of this paper, has attracted widespread attention of countless researchers.The whole process of producing music can be divided into three stages, corresponding to the three levels of music generation: score generation produces scores, performance generation adds performance characteristics to the scores, and audio generation converts scores with performance characteristics into audio by assigning timbre or generates music in audio format directly. Previous surveys have explored the network models employed in the field of automatic music generation. However, the development history, the model evolution, as well as the pros and cons of same music generation task have not been clearly illustrated. This paper attempts to provide an overview of various composition tasks under different music generation levels, covering most of the currently popular music generation tasks using deep learning. In addition, we summarize the datasets suitable for diverse tasks, discuss the music representations, the evaluation methods as well as the challenges under different levels, and finally point out several future directions.",Shulei Ji | Jing Luo | Xinyu Yang,2020-11-13T08:01:20Z,2020-11-13T08:01:20Z,cs.SD,cs.LG cs.SD eess.AS,"96 pages,this is a draft",,,http://arxiv.org/abs/2011.06801v1,https://arxiv.org/pdf/2011.06801v1
The ML,ML and DL Applications,3840,A Comprehensive Survey on Graph Anomaly Detection with Deep Learning.,arXiv 2021,https://arxiv.org/pdf/2106.07178.pdf,2106.07178,1,True,2106.07178v5,A Comprehensive Survey on Graph Anomaly Detection with Deep Learning,"Anomalies represent rare observations (e.g., data records or events) that deviate significantly from others. Over several decades, research on anomaly mining has received increasing interests due to the implications of these occurrences in a wide range of disciplines. Anomaly detection, which aims to identify rare observations, is among the most vital tasks in the world, and has shown its power in preventing detrimental events, such as financial fraud, network intrusion, and social spam. The detection task is typically solved by identifying outlying data points in the feature space and inherently overlooks the relational information in real-world data. Graphs have been prevalently used to represent the structural information, which raises the graph anomaly detection problem - identifying anomalous graph objects (i.e., nodes, edges and sub-graphs) in a single graph, or anomalous graphs in a database/set of graphs. However, conventional anomaly detection techniques cannot tackle this problem well because of the complexity of graph data. For the advent of deep learning, graph anomaly detection with deep learning has received a growing attention recently. In this survey, we aim to provide a systematic and comprehensive review of the contemporary deep learning techniques for graph anomaly detection. We compile open-sourced implementations, public datasets, and commonly-used evaluation metrics to provide affluent resources for future studies. More importantly, we highlight twelve extensive future research directions according to our survey results covering unsolved and emerging research problems and real-world applications. With this survey, our goal is to create a ""one-stop-shop"" that provides a unified understanding of the problem categories and existing approaches, publicly available hands-on resources, and high-impact open challenges for graph anomaly detection using deep learning.",Xiaoxiao Ma | Jia Wu | Shan Xue | Jian Yang | Chuan Zhou | Quan Z. Sheng | Hui Xiong | Leman Akoglu,2021-06-14T06:04:57Z,2022-04-20T01:16:29Z,cs.LG,cs.LG,31 pages,10.1109/TKDE.2021.3118815,TKDE 2021,http://arxiv.org/abs/2106.07178v5,https://arxiv.org/pdf/2106.07178v5
The ML,ML and DL Applications,3844,A Comprehensive Survey on Machine Learning Techniques and User Authentication Approaches for Credit Card Fraud Detection.,arXiv 2019,https://arxiv.org/pdf/1912.02629.pdf,1912.02629,1,True,1912.02629v1,A Comprehensive Survey on Machine Learning Techniques and User Authentication Approaches for Credit Card Fraud Detection,"With the increase of credit card usage, the volume of credit card misuse also has significantly increased. As a result, financial organizations are working hard on developing and deploying credit card fraud detection methods, in order to adapt to ever-evolving, increasingly sophisticated defrauding strategies and identifying illicit transactions as quickly as possible to protect themselves and their customers. Compounding on the complex nature of such adverse strategies, credit card fraudulent activities are rare events compared to the number of legitimate transactions. Hence, the challenge to develop fraud detection that are accurate and efficient is substantially intensified and, as a consequence, credit card fraud detection has lately become a very active area of research. In this work, we provide a survey of current techniques most relevant to the problem of credit card fraud detection. We carry out our survey in two main parts. In the first part,we focus on studies utilizing classical machine learning models, which mostly employ traditional transnational features to make fraud predictions. These models typically rely on some static physical characteristics, such as what the user knows (knowledge-based method), or what he/she has access to (object-based method). In the second part of our survey, we review more advanced techniques of user authentication, which use behavioral biometrics to identify an individual based on his/her unique behavior while he/she is interacting with his/her electronic devices. These approaches rely on how people behave (instead of what they do), which cannot be easily forged. By providing an overview of current approaches and the results reported in the literature, this survey aims to drive the future research agenda for the community in order to develop more accurate, reliable and scalable models of credit card fraud detection.",Niloofar Yousefi | Marie Alaghband | Ivan Garibay,2019-12-02T21:40:39Z,2019-12-02T21:40:39Z,cs.LG,cs.CR cs.CY cs.LG,,,,http://arxiv.org/abs/1912.02629v1,https://arxiv.org/pdf/1912.02629v1
The ML,ML and DL Applications,3852,A Survey of Community Detection Approaches: From Statistical Modeling to Deep Learning.,IEEE Trans. Knowl. Data Eng. 2023,https://arxiv.org/pdf/2101.01669.pdf,2101.01669,1,True,2101.01669v3,A Survey of Community Detection Approaches: From Statistical Modeling to Deep Learning,"Community detection, a fundamental task for network analysis, aims to partition a network into multiple sub-structures to help reveal their latent functions. Community detection has been extensively studied in and broadly applied to many real-world network problems. Classical approaches to community detection typically utilize probabilistic graphical models and adopt a variety of prior knowledge to infer community structures. As the problems that network methods try to solve and the network data to be analyzed become increasingly more sophisticated, new approaches have also been proposed and developed, particularly those that utilize deep learning and convert networked data into low dimensional representation. Despite all the recent advancement, there is still a lack of insightful understanding of the theoretical and methodological underpinning of community detection, which will be critically important for future development of the area of network analysis. In this paper, we develop and present a unified architecture of network community-finding methods to characterize the state-of-the-art of the field of community detection. Specifically, we provide a comprehensive review of the existing community detection methods and introduce a new taxonomy that divides the existing methods into two categories, namely probabilistic graphical model and deep learning. We then discuss in detail the main idea behind each method in the two categories. Furthermore, to promote future development of community detection, we release several benchmark datasets from several problem domains and highlight their applications to various network analysis tasks. We conclude with discussions of the challenges of the field and suggestions of possible directions for future research.",Di Jin | Zhizhi Yu | Pengfei Jiao | Shirui Pan | Dongxiao He | Jia Wu | Philip S. Yu | Weixiong Zhang,2021-01-03T02:32:45Z,2021-08-14T09:12:36Z,cs.SI,cs.AI cs.LG cs.SI physics.soc-ph,,,,http://arxiv.org/abs/2101.01669v3,https://arxiv.org/pdf/2101.01669v3
The ML,ML and DL Applications,3856,A Survey of Deep Learning Applications to Autonomous Vehicle Control.,IEEE Trans. Intell. Transp. Syst. 2021,https://arxiv.org/pdf/1912.10773.pdf,1912.10773,1,True,1912.10773v1,A Survey of Deep Learning Applications to Autonomous Vehicle Control,"Designing a controller for autonomous vehicles capable of providing adequate performance in all driving scenarios is challenging due to the highly complex environment and inability to test the system in the wide variety of scenarios which it may encounter after deployment. However, deep learning methods have shown great promise in not only providing excellent performance for complex and non-linear control problems, but also in generalising previously learned rules to new scenarios. For these reasons, the use of deep learning for vehicle control is becoming increasingly popular. Although important advancements have been achieved in this field, these works have not been fully summarised. This paper surveys a wide range of research works reported in the literature which aim to control a vehicle through deep learning methods. Although there exists overlap between control and perception, the focus of this paper is on vehicle control, rather than the wider perception problem which includes tasks such as semantic segmentation and object detection. The paper identifies the strengths and limitations of available deep learning methods through comparative analysis and discusses the research challenges in terms of computation, architecture selection, goal specification, generalisation, verification and validation, as well as safety. Overall, this survey brings timely and topical information to a rapidly evolving field relevant to intelligent transportation systems.",Sampo Kuutti | Richard Bowden | Yaochu Jin | Phil Barber | Saber Fallah,2019-12-23T12:50:32Z,2019-12-23T12:50:32Z,cs.LG,cs.CV cs.LG eess.SY stat.ML,"23 pages, 3 figures, Accepted in IEEE Transactions on Intelligent Transportation Systems",,,http://arxiv.org/abs/1912.10773v1,https://arxiv.org/pdf/1912.10773v1
The ML,ML and DL Applications,3860,A Survey of Deep Learning Techniques for Autonomous Driving.,J. Field Robotics 2020,https://arxiv.org/pdf/1910.07738.pdf,1910.07738,1,True,1910.07738v2,A Survey of Deep Learning Techniques for Autonomous Driving,"The last decade witnessed increasingly rapid progress in self-driving vehicle technology, mainly backed up by advances in the area of deep learning and artificial intelligence. The objective of this paper is to survey the current state-of-the-art on deep learning technologies used in autonomous driving. We start by presenting AI-based self-driving architectures, convolutional and recurrent neural networks, as well as the deep reinforcement learning paradigm. These methodologies form a base for the surveyed driving scene perception, path planning, behavior arbitration and motion control algorithms. We investigate both the modular perception-planning-action pipeline, where each module is built using deep learning methods, as well as End2End systems, which directly map sensory information to steering commands. Additionally, we tackle current challenges encountered in designing AI architectures for autonomous driving, such as their safety, training data sources and computational hardware. The comparison presented in this survey helps to gain insight into the strengths and limitations of deep learning and AI approaches for autonomous driving and assist with design choices",Sorin Grigorescu | Bogdan Trasnea | Tiberiu Cocias | Gigel Macesanu,2019-10-17T07:05:28Z,2020-03-24T07:47:39Z,cs.LG,cs.LG cs.RO,"28 pages, 7 figures. arXiv admin note: text overlap with arXiv:1709.02435, arXiv:1610.01256 by other authors",10.1002/rob.21918,"Journal of Field Robotics, Online ISSN:1556-4967, 2019",http://arxiv.org/abs/1910.07738v2,https://arxiv.org/pdf/1910.07738v2
The ML,ML and DL Applications,3864,A Survey of Machine Learning for Computer Architecture and Systems.,ACM Comput. Surv. 2023,https://arxiv.org/abs/2102.07952,2102.07952,1,True,2102.07952v2,A Survey of Machine Learning for Computer Architecture and Systems,"It has been a long time that computer architecture and systems are optimized for efficient execution of machine learning (ML) models. Now, it is time to reconsider the relationship between ML and systems, and let ML transform the way that computer architecture and systems are designed. This embraces a twofold meaning: improvement of designers' productivity, and completion of the virtuous cycle. In this paper, we present a comprehensive review of the work that applies ML for computer architecture and system design. First, we perform a high-level taxonomy by considering the typical role that ML techniques take in architecture/system design, i.e., either for fast predictive modeling or as the design methodology. Then, we summarize the common problems in computer architecture/system design that can be solved by ML techniques, and the typical ML techniques employed to resolve each of them. In addition to emphasis on computer architecture in a narrow sense, we adopt the concept that data centers can be recognized as warehouse-scale computers; sketchy discussions are provided in adjacent computer systems, such as code generation and compiler; we also give attention to how ML techniques can aid and transform design automation. We further provide a future vision of opportunities and potential directions, and envision that applying ML for computer architecture and systems would thrive in the community.",Nan Wu | Yuan Xie,2021-02-16T04:09:57Z,2021-11-06T21:17:07Z,cs.LG,cs.AR cs.LG,,10.1145/3494523,ACM Computing Surveys 2022,http://arxiv.org/abs/2102.07952v2,https://arxiv.org/pdf/2102.07952v2
The ML,ML and DL Applications,3868,A Survey of Machine Learning Techniques for Detecting and Diagnosing COVID-19 from Imaging.,Quant. Biol. 2022,https://arxiv.org/pdf/2108.04344.pdf,2108.04344,1,True,2108.04344v1,A Survey of Machine Learning Techniques for Detecting and Diagnosing COVID-19 from Imaging,"Due to the limited availability and high cost of the reverse transcription-polymerase chain reaction (RT-PCR) test, many studies have proposed machine learning techniques for detecting COVID-19 from medical imaging. The purpose of this study is to systematically review, assess, and synthesize research articles that have used different machine learning techniques to detect and diagnose COVID-19 from chest X-ray and CT scan images. A structured literature search was conducted in the relevant bibliographic databases to ensure that the survey solely centered on reproducible and high-quality research. We selected papers based on our inclusion criteria. In this survey, we reviewed $98$ articles that fulfilled our inclusion criteria. We have surveyed a complete pipeline of chest imaging analysis techniques related to COVID-19, including data collection, pre-processing, feature extraction, classification, and visualization. We have considered CT scans and X-rays as both are widely used to describe the latest developments in medical imaging to detect COVID-19. This survey provides researchers with valuable insights into different machine learning techniques and their performance in the detection and diagnosis of COVID-19 from chest imaging. At the end, the challenges and limitations in detecting COVID-19 using machine learning techniques and the future direction of research are discussed.",Aishwarza Panday | Muhammad Ashad Kabir | Nihad Karim Chowdhury,2021-07-25T12:26:57Z,2021-07-25T12:26:57Z,cs.CV,cs.CV cs.LG eess.IV,"23 pages, 6 figures, accepted in Quantitative Biology",,"Quantitative Biology, 2021",http://arxiv.org/abs/2108.04344v1,https://arxiv.org/pdf/2108.04344v1
